sub	block	condition	racehorse_check	n_stop_trials	n_go_trials	go_rt	n_go_cor	go_cor_rt	n_go_error	go_error_rt	n_go_miss	stop_prob_resp	us_rt	ssd	ssrt_mean	ssrt_int
31	1	lED_lPort	1	16	48	552.936	43	556.238	5	525.2	0	0.5	337.571	239.625	301.792	276.875
31	2	hED_sPort	1	16	48	641.979	46	659.6	2	245.5	0	0.5	626.286	262.5	366.104	365.0
31	3	hED_lPort	1	16	48	470.396	44	493.114	4	220.5	0	0.5	346.75	207.312	263.083	251.688
31	4	lED_sPort	1	16	48	488.333	47	493.064	1	266.0	0	0.5	472.125	215.625	272.708	252.875
33	1	lED_lPort	1	16	48	788.583	46	776.935	2	1056.5	0	0.438	766.286	369.812	418.771	372.188
33	2	hED_lPort	1	16	48	791.13	41	794.878	6	760.4	1	0.375	670.0	369.812	404.485	341.312
33	3	hED_sPort	1	16	48	823.133	45	830.614	1	494.0	2	0.375	593.667	306.25	498.989	459.125
33	4	lED_sPort	1	16	48	782.091	41	769.692	5	878.8	2	0.375	710.8	362.5	385.587	328.25
35	1	hED_lPort	1	16	48	818.405	42	818.405	0		6	0.438	799.143	368.75	449.655	380.812
35	2	lED_sPort	1	16	48	847.15	39	850.395	2	785.5	7	0.375	812.167	269.812	556.675	430.062
35	3	lED_lPort	1	16	48	870.147	33	902.333	5	628.75	10	0.438	845.333	406.25	372.303	417.625
35	4	hED_sPort	0	16	48	777.143	34	781.794	1	619.0	13	0.562	797.889	129.188		
36	1	lED_lPort	0	16	48	602.106	46	604.587	2	488.0	0	0.562	612.0	189.625		
36	2	hED_sPort	1	16	48	626.522	39	635.821	8	574.714	1	0.438	500.833	232.312	380.879	306.25
36	3	hED_lPort	1	16	48	506.61	40	529.083	6	344.8	2	0.625	471.625	178.188	273.356	349.312
36	4	lED_sPort	0	16	48	556.383	44	556.349	4	556.75	0	0.562	584.444	144.812		
37	1	lED_lPort	1	16	48	698.542	46	703.674	1	560.0	0	0.375	634.667	395.875	302.667	234.5
37	2	hED_sPort	1	16	48	709.562	46	719.478	1	764.0	0	0.375	622.0	393.75	315.812	266.5
37	3	hED_lPort	1	16	48	697.532	45	700.0	0		1	0.5	528.75	331.25	366.282	350.75
37	4	lED_sPort	1	16	48	690.532	46	693.478	0		1	0.375	619.833	382.312	308.219	219.312
38	1	lED_lPort	1	16	48	599.396	48	599.396	0		0	0.438	490.714	300.0	299.396	244.688
38	2	hED_lPort	1	16	48	679.583	48	679.583	0		0	0.375	634.333	426.062	253.521	228.062
38	3	hED_sPort	1	16	48	776.354	48	776.354	0		0	0.375	637.0	401.062	375.292	293.062
38	4	lED_sPort	1	16	48	673.604	48	673.604	0		0	0.438	623.143	313.5	360.104	319.562
39	1	lED_sPort	1	16	48	628.042	42	650.595	0		0	0.562	514.333	151.062	476.979	492.688
39	2	hED_sPort	0	16	48	562.587	43	591.756	1	413.0	0	0.625	581.7	147.938		
39	3	hED_lPort	1	16	48	603.583	38	636.289	1	1158.0	0	0.875	511.214	95.875	507.708	747.875
39	4	lED_lPort	0	16	48	579.152	36	606.167	0		1	0.812	582.538	93.75		
40	1	lED_lPort	1	16	48	760.625	48	760.625	0		0	0.375	600.667	393.75	366.875	282.0
40	2	hED_lPort	1	16	48	843.617	47	843.617	0		1	0.375	570.0	387.5	456.117	360.625
40	3	lED_sPort	1	16	48	853.521	48	853.521	0		0	0.312	659.4	406.25	447.271	363.812
40	4	hED_sPort	1	16	48	772.312	48	772.312	0		0	0.375	609.5	400.0	372.312	289.75
41	1	lED_sPort	1	16	48	416.542	43	432.837	0		0	0.625	370.3	118.812	297.729	328.312
41	2	lED_lPort	1	16	48	408.958	40	437.975	0		0	0.938	357.267	91.812	317.146	517.812
41	3	hED_lPort	1	16	48	434.83	42	444.476	0		0	0.938	390.0	87.5	338.271	630.562
41	4	hED_sPort	0	16	48	421.447	36	454.889	0		0	0.875	469.571	95.812		
43	1	lED_sPort	1	16	48	559.542	48	559.542	0		0	0.5	476.375	262.5	297.042	262.5
43	2	hED_sPort	1	16	48	465.375	46	472.304	0		0	0.562	438.778	157.312	308.062	295.438
43	3	lED_lPort	1	16	48	479.375	43	488.279	0		0	0.5	355.375	175.0	304.375	312.0
43	4	hED_lPort	1	16	48	486.917	47	491.043	0		0	0.625	460.0	129.188	357.729	351.312
45	1	hED_sPort	1	16	48	609.938	47	606.468	1	773.0	0	0.438	530.143	351.062	258.875	228.625
45	3	lED_lPort	1	16	48	690.312	48	690.312	0		0	0.312	656.0	425.0	265.312	160.5
47	1	hED_sPort	1	16	48	631.458	47	637.319	1	356.0	0	0.562	501.778	257.312	374.146	386.812
47	2	lED_lPort	1	16	48	653.729	48	653.729	0		0	0.375	601.5	412.5	241.229	141.125
48	1	hED_sPort	1	16	48	682.312	47	686.936	1	465.0	0	0.438	555.714	426.062	256.25	231.25
48	3	lED_lPort	1	16	48	645.419	40	643.55	2	771.5	5	0.5	640.375	275.0	370.419	351.5
49	1	hED_sPort	1	16	48	659.062	47	666.064	1	330.0	0	0.438	471.429	308.375	350.688	327.875
49	2	lED_sPort	1	16	48	626.17	45	634.0	1	409.0	0	0.375	601.333	319.812	293.312	226.062
49	3	hED_lPort	1	16	48	616.311	44	618.523	0		3	0.438	505.0	290.75	325.561	273.438
49	4	lED_lPort	1	16	48	542.0	48	542.0	0		0	0.438	492.0	327.125	214.875	184.562
52	1	lED_sPort	1	16	48	910.026	33	941.818	5	700.2	10	0.312	745.2	429.25	480.776	390.25
52	2	lED_lPort	1	16	48	838.111	38	886.079	7	577.714	3	0.312	768.6	442.75	395.361	287.875
52	3	hED_lPort	1	16	48	780.933	41	780.756	4	782.75	3	0.312	682.2	431.375	349.558	186.625
52	4	hED_sPort	1	16	48	818.889	44	814.159	1	1027.0	3	0.375	672.0	328.188	490.701	416.688
54	1	hED_sPort	1	16	48	806.771	46	808.652	2	763.5	0	0.438	629.571	336.562	470.208	442.312
54	2	lED_lPort	1	16	48	791.462	34	808.176	4	530.0	8	0.438	498.143	282.312	489.362	441.188
54	3	hED_lPort	1	16	48	837.111	42	838.881	3	812.333	2	0.438	688.714	321.938	496.976	410.562
54	4	lED_sPort	1	16	48	830.244	44	839.295	1	432.0	3	0.438	717.429	320.875	509.369	476.375
55	1	hED_sPort	1	16	48	480.792	46	489.283	1	304.0	0	0.5	454.375	250.0	230.792	205.0
55	2	hED_lPort	1	16	48	500.458	46	509.435	2	294.0	0	0.5	459.5	276.062	224.396	212.438
55	3	lED_sPort	1	16	48	559.667	46	565.609	1	240.0	0	0.438	502.0	325.0	234.667	180.562
55	4	lED_lPort	1	16	48	545.375	47	551.745	1	246.0	0	0.5	440.125	275.0	270.375	244.0
56	1	hED_sPort	1	16	48	543.625	48	543.625	0		0	0.5	504.0	293.75	249.875	204.25
56	2	lED_lPort	1	16	48	625.708	48	625.708	0		0	0.5	530.125	400.0	225.708	195.0
58	1	lED_sPort	1	16	48	836.208	45	834.844	3	856.667	0	0.312	696.0	407.312	428.896	337.75
58	2	hED_lPort	1	16	48	752.604	48	752.604	0		0	0.438	636.429	427.188	325.417	318.938
58	3	hED_sPort	1	16	48	772.229	48	772.229	0		0	0.25	670.25	469.812	302.417	192.688
58	4	lED_lPort	1	16	48	769.936	47	769.936	0		1	0.312	598.8	454.25	315.686	228.812
68	1	hED_sPort	1	16	48	815.25	43	813.07	0		4	0.312	579.0	469.812	345.438	245.875
68	2	lED_lPort	1	16	48	812.156	45	812.156	0		3	0.438	758.0	300.0	512.156	420.562
68	3	hED_lPort	1	16	48	864.889	43	863.721	1	1170.0	3	0.375	700.0	300.0	564.889	453.75
68	4	lED_sPort	0	16	48	770.047	42	774.762	0		5	0.438	800.0	381.25		
69	1	hED_sPort	0	16	48	753.468	42	768.452	4	670.0	1	0.438	850.286	257.312		
69	2	lED_lPort	1	16	48	755.447	38	791.474	8	585.25	1	0.562	702.333	243.75	511.697	510.25
69	3	lED_sPort	1	16	48	633.543	28	715.185	17	516.294	1	0.875	589.714	107.312	512.751	786.812
69	4	hED_lPort	0	16	48	638.756	28	690.25	15	550.867	1	1.0	698.688	82.312		
70	1	hED_sPort	1	16	48	559.604	44	576.091	2	386.0	0	0.438	494.571	343.75	215.854	166.25
70	2	lED_lPort	0	16	48	565.771	45	574.044	2	396.0	0	0.5	610.125	237.5		
70	3	lED_sPort	1	16	48	577.543	43	583.86	3	487.0	2	0.5	520.125	231.25	346.293	294.25
70	4	hED_lPort	0	16	48	573.792	41	593.488	6	467.5	0	0.625	584.4	231.25		
71	1	hED_sPort	1	16	48	515.417	40	536.65	0		0	0.5	456.625	237.5	277.917	248.5
71	2	lED_lPort	1	16	48	420.478	33	425.061	2	362.5	0	0.688	342.333	125.0	277.958	315.375
71	3	lED_sPort	1	16	48	399.062	38	403.053	0		0	0.812	397.75	96.938	302.125	426.75
71	4	hED_lPort	1	16	48	449.283	35	464.088	0		0	1.0	415.933	84.438	346.125	934.562
73	1	hED_sPort	1	16	48	745.771	48	745.771	0		0	0.312	659.8	432.312	313.458	202.75
73	2	lED_sPort	1	16	48	785.438	47	790.298	1	557.0	0	0.438	682.714	426.062	359.375	320.812
73	3	lED_lPort	1	16	48	728.833	48	728.833	0		0	0.438	537.286	406.25	322.583	286.75
73	4	hED_lPort	1	16	48	692.396	48	692.396	0		0	0.375	630.333	393.75	298.646	243.875
74	1	hED_sPort	1	16	48	673.638	46	666.0	1	1025.0	1	0.438	623.857	375.0	298.638	224.188
74	2	lED_sPort	0	16	48	585.255	47	585.255	0		1	0.438	726.714	375.0		
74	3	lED_lPort	1	16	48	663.979	48	663.979	0		0	0.438	636.857	231.25	432.729	370.312
74	4	hED_lPort	1	16	48	669.271	45	674.089	2	706.0	0	0.375	610.667	368.75	300.521	189.125
75	1	hED_sPort	1	16	48	525.792	46	533.087	1	365.0	0	0.5	427.75	206.25	319.542	296.25
75	2	lED_sPort	1	16	48	403.2	38	423.583	3	278.667	0	0.75	319.917	124.0	254.0	386.75
75	3	lED_lPort	1	16	48	342.234	30	410.828	2	287.5	0	1.0	245.312	87.562	247.542	904.438
75	4	hED_lPort	1	16	48	460.298	41	461.875	0		0	0.625	407.5	175.0	275.708	340.625
77	1	hED_sPort	0	16	48	586.766	42	622.561	0		0	0.812	605.231	95.875		
77	2	lED_sPort	0	16	48	449.067	38	481.378	0		2	1.0	450.133	84.375		
77	3	lED_lPort	0	16	48	517.884	36	540.771	1	865.0	3	0.938	568.8	88.625		
77	4	hED_lPort	0	16	48	495.348	39	538.0	0		2	1.0	498.938	83.375		
78	1	lED_sPort	1	16	48	711.848	47	719.311	1	376.0	0	0.375	618.5	337.5	344.688	289.75
78	2	lED_lPort	1	16	48	714.809	46	708.783	1	992.0	1	0.375	589.5	369.812	344.996	271.938
78	3	hED_lPort	1	16	48	702.447	46	697.696	1	921.0	1	0.438	605.0	306.25	396.197	350.562
78	4	hED_sPort	1	16	48	651.043	42	664.214	1	474.0	1	0.438	484.286	331.25	319.793	275.438
80	1	hED_sPort	1	16	48	490.083	47	489.809	1	503.0	0	0.5	419.625	243.75	246.333	227.25
80	2	lED_lPort	0	16	48	461.625	47	468.489	0		0	0.625	469.4	201.062		
80	3	lED_sPort	1	16	48	486.938	47	488.617	0		0	0.5	464.125	193.75	293.188	256.25
80	4	hED_lPort	1	16	48	464.229	47	468.319	0		0	0.562	387.889	268.75	195.479	186.688
83	1	hED_lPort	1	16	48	875.417	42	868.738	5	940.8	0	0.312	763.0	387.5	487.917	426.75
83	2	lED_sPort	1	16	48	981.809	44	994.386	2	685.5	1	0.438	771.0	400.0	581.809	559.438
83	3	lED_lPort	1	16	48	838.894	44	840.568	3	814.333	1	0.375	752.5	437.5	401.394	373.375
83	4	hED_sPort	1	16	48	918.128	45	924.356	0		1	0.438	735.429	343.75	574.378	549.125
84	1	hED_lPort	1	16	48	506.5	47	512.255	1	236.0	0	0.438	422.714	300.0	206.5	140.5
84	2	lED_sPort	1	16	48	579.83	45	581.133	1	722.0	1	0.438	472.429	243.75	336.08	272.75
84	3	lED_lPort	1	16	48	515.25	47	515.745	0		0	0.562	447.556	262.5	252.75	233.562
84	4	hED_sPort	1	16	48	512.833	47	516.34	0		0	0.5	424.875	250.0	262.833	240.0
89	1	hED_lPort	1	16	48	638.479	47	627.149	1	1171.0	0	0.5	533.375	308.375	330.104	300.125
89	2	lED_sPort	1	16	48	633.979	48	633.979	0		0	0.375	519.0	381.25	252.729	181.625
89	3	lED_lPort	1	16	48	572.125	47	570.0	1	672.0	0	0.438	540.286	401.062	171.062	162.062
89	4	hED_sPort	1	16	48	607.792	47	611.553	1	431.0	0	0.5	578.875	337.5	270.292	234.5
90	1	lED_sPort	1	16	48	580.021	47	582.021	1	486.0	0	0.5	505.625	343.75	236.271	153.25
90	2	lED_lPort	1	16	48	590.065	43	598.767	1	310.0	2	0.375	492.667	293.75	296.315	182.75
90	3	hED_lPort	1	16	48	559.383	41	587.341	2	559.5	1	0.5	470.714	287.5	271.883	241.0
90	4	hED_sPort	1	16	48	394.386	23	536.13	0		1	0.875	228.357	90.625	278.588	631.75
93	1	lED_sPort	1	16	48	775.333	45	774.778	1	1174.0	0	0.312	555.2	369.812	405.521	253.562
93	2	lED_lPort	1	16	48	765.085	46	766.065	0		1	0.375	517.0	325.0	440.085	359.0
93	3	hED_lPort	1	16	48	782.783	45	777.023	0		1	0.5	490.857	331.25	434.878	364.75
93	4	hED_sPort	1	16	48	592.545	40	615.925	0		4	0.625	511.1	160.438	432.108	465.438
94	1	hED_lPort	1	16	48	663.044	44	670.476	1	746.0	0	0.375	611.8	351.062	270.542	248.312
94	2	lED_lPort	0	16	48	682.87	44	693.738	1	723.0	0	0.438	807.75	314.625		
94	3	lED_sPort	1	16	48	633.45	36	677.152	1	833.0	2	0.562	508.0	219.812	331.014	394.562
94	4	hED_sPort	1	16	48	634.63	45	637.556	0		1	0.438	607.5	196.938	424.19	365.562
95	1	lED_sPort	1	16	48	724.875	48	724.875	0		0	0.375	604.333	376.062	348.812	256.562
95	2	lED_lPort	1	16	48	785.652	46	789.289	0		0	0.312	731.8	456.25	296.667	211.5
95	3	hED_lPort	1	16	48	833.106	47	833.106	0		0	0.375	673.5	393.75	422.0	314.75
95	4	hED_sPort	1	16	48	718.717	46	718.717	0		0	0.312	570.2	318.75	370.021	299.062
96	1	lED_sPort	1	16	48	401.574	42	416.952	0		1	0.75	278.273	113.562	288.012	341.688
96	2	lED_lPort	1	16	48	444.104	44	456.068	0		0	0.625	401.9	193.75	250.354	289.75
96	3	hED_lPort	0	16	48	388.354	40	417.7	0		0	0.625	395.2	218.75		
96	4	hED_sPort	1	16	48	482.872	44	492.091	1	582.0	1	0.688	475.455	134.375	348.497	414.125
101	1	lED_sPort	1	16	48	456.638	47	460.043	0		0	0.688	441.182	111.5	335.625	369.125
101	2	lED_lPort	1	16	48	467.958	43	479.233	1	290.0	0	0.625	417.8	181.25	286.708	298.0
101	3	hED_lPort	1	16	48	507.458	43	504.884	0		0	0.562	487.111	134.375	373.083	375.0
101	4	hED_sPort	1	16	48	487.479	41	506.024	1	306.0	0	0.75	386.455	116.688	370.792	455.312
103	1	lED_sPort	0	16	48	593.2	36	657.771	1	454.0	0	1.0	619.077	89.75		
103	2	lED_lPort	1	16	48	723.298	42	736.262	1	641.0	1	0.875	569.643	91.812	631.485	981.562
103	3	hED_lPort	1	16	48	601.63	41	611.415	0		2	0.812	497.154	99.0	502.63	779.875
103	4	hED_sPort	1	16	48	570.234	39	574.154	1	1330.0	1	0.688	546.091	107.375	462.859	508.375
104	1	lED_sPort	1	16	48	796.125	46	790.5	2	925.5	0	0.438	634.0	345.875	450.25	396.375
104	2	lED_lPort	0	16	48	600.458	45	616.022	0		0	0.625	613.0	212.5		
104	3	hED_lPort	1	16	48	677.617	44	691.318	0		1	0.625	618.8	122.938	554.68	579.188
104	4	hED_sPort	0	16	48	544.771	44	558.091	1	593.0	0	0.812	672.846	140.625		
106	1	lED_sPort	0	16	48	748.067	32	776.387	8	573.143	1	0.438	828.667	351.062		
106	2	lED_lPort	1	16	48	681.489	39	690.692	1	487.0	1	0.5	462.125	225.0	456.489	432.5
106	3	hED_lPort	0	16	48	563.809	38	610.432	2	182.5	0	0.438	636.286	250.0		
106	4	hED_sPort	1	16	48	736.319	40	731.475	1	1111.0	1	0.5	681.75	251.062	485.257	458.438
107	1	lED_sPort	0	16	48	776.209	42	786.476	0		5	0.25	930.75	488.562		
107	2	lED_lPort	1	16	48	698.596	43	707.558	1	751.0	1	0.438	653.0	381.25	317.346	322.875
107	3	hED_lPort	1	16	48	870.122	41	870.122	0		7	0.375	743.0	412.5	457.622	372.625
107	4	hED_sPort	1	16	48	828.244	41	847.098	0		3	0.375	581.333	287.5	540.744	439.875
109	1	lED_sPort	1	16	48	429.413	39	457.237	1	204.0	0	0.875	344.429	87.5	324.021	484.625
109	2	lED_lPort	0	16	48	409.435	38	444.5	1	293.0	1	0.812	528.538	90.625		
109	3	hED_lPort	0	16	48	365.395	28	343.4	18	400.438	0	0.875	585.846	103.125		
111	1	lED_sPort	0	16	48	753.146	42	748.786	6	783.667	0	0.375	870.667	219.812		
111	2	lED_lPort	0	16	48	664.375	38	652.421	10	709.8	0	0.562	731.667	262.5		
111	3	hED_lPort	0	16	48	642.062	41	627.488	6	680.667	0	0.75	660.083	103.125		
111	4	hED_sPort	1	16	48	731.978	39	730.231	7	741.714	2	0.688	709.182	115.625	616.353	731.0
112	1	lED_sPort	1	16	48	567.354	47	569.319	0		0	0.5	447.875	168.75	398.604	360.75
112	2	lED_lPort	1	16	48	549.021	47	551.149	0		0	0.5	479.125	306.25	242.771	206.75
112	3	hED_lPort	1	16	48	578.83	45	589.818	0		0	0.5	493.5	250.0	316.771	317.5
112	4	hED_sPort	1	16	48	598.396	46	596.891	0		0	0.5	534.625	250.0	348.396	331.5
113	1	lED_sPort	1	16	48	495.213	44	505.205	0		0	0.562	440.778	141.688	343.208	348.5
113	2	lED_lPort	1	16	48	474.364	38	494.368	1	652.0	1	0.812	448.636	101.062	343.023	553.0
113	3	hED_lPort	1	16	48	707.717	45	715.378	1	363.0	0	0.312	684.4	343.75	334.479	245.812
113	4	hED_sPort	1	16	48	544.049	39	531.027	0		0	0.562	522.143	155.25	309.458	342.688
115	1	lED_sPort	1	16	48	616.646	47	617.128	1	594.0	0	0.438	557.571	319.812	296.833	278.312
115	2	lED_lPort	1	16	48	611.208	47	613.064	1	524.0	0	0.5	540.5	293.75	317.458	302.25
115	3	hED_lPort	1	16	48	650.604	47	652.0	1	585.0	0	0.438	597.286	268.75	381.854	358.812
115	4	hED_sPort	1	16	48	637.812	48	637.812	0		0	0.438	593.429	262.5	375.312	321.625
116	1	lED_sPort	1	16	48	871.396	47	871.957	0		0	0.25	692.25	493.75	377.646	264.25
116	2	lED_lPort	1	16	48	817.0	45	819.044	2	960.0	0	0.25	626.5	443.75	373.25	248.25
116	3	hED_lPort	1	16	48	817.239	45	819.933	1	696.0	2	0.312	655.2	431.25	385.989	296.438
116	4	hED_sPort	1	16	48	736.489	47	736.489	0		1	0.438	642.143	400.0	336.489	280.938
117	1	lED_sPort	1	16	48	602.652	42	609.0	1	642.0	2	0.5	494.875	243.75	358.902	306.75
117	2	lED_lPort	1	16	48	653.065	43	661.953	0		2	0.5	520.25	237.5	415.565	368.5
117	3	hED_lPort	0	16	48	650.271	44	653.773	0		0	0.5	691.875	318.75		
117	4	hED_sPort	1	16	48	633.857	41	640.425	0		5	0.562	612.667	218.75	400.366	433.625
118	1	lED_sPort	1	16	48	664.708	47	659.234	0		0	0.438	624.571	232.312	432.396	393.938
118	2	lED_lPort	1	16	48	653.596	46	657.957	1	453.0	1	0.438	614.714	362.5	291.096	236.625
118	3	hED_lPort	1	16	48	692.911	41	682.585	3	843.667	3	0.5	521.0	312.5	380.411	328.5
118	4	hED_sPort	0	16	48	628.872	44	635.455	2	512.0	1	0.438	658.0	263.562		
119	1	lED_sPort	1	16	48	649.542	47	656.213	1	336.0	0	0.438	597.429	282.312	367.229	314.5
119	2	lED_lPort	1	16	48	745.5	47	746.745	0		0	0.5	578.0	301.062	444.438	446.938
119	3	hED_lPort	1	16	48	661.25	47	669.468	1	275.0	0	0.5	617.125	231.25	430.0	395.25
119	4	hED_sPort	1	16	48	592.435	43	600.186	3	481.333	2	0.438	501.571	345.875	246.56	156.938
120	1	lED_sPort	0	16	48	611.0	44	609.591	3	587.0	0	0.375	622.0	331.25		
120	2	lED_lPort	1	16	48	642.17	46	644.391	0		1	0.5	638.875	243.75	398.42	385.25
120	3	hED_lPort	0	16	48	634.756	35	617.686	7	840.0	3	0.75	728.417	117.75		
120	4	hED_sPort	1	16	48	686.064	43	676.628	3	759.333	1	0.5	651.75	206.25	479.814	444.25
121	1	lED_sPort	1	16	48	749.644	43	755.326	0		2	0.312	654.2	400.0	333.348	235.438
121	2	lED_lPort	1	16	48	735.062	46	742.37	0		0	0.438	620.286	306.25	428.812	335.875
